HGP,E1VFVN30,HAI,DLG,FIT,FLT,HQC,GEX,PVD,MSN,PVI,VRE,DXG,SJF,AMD,VHM,EVG,HVN,SCR,SFG,VGC,BFC,TCH,PHR,BVH,TDM,HAH,KSB,SKG,BCM,VNS,CNG,TTB,LPB,DAH,HTN,NHA,CSV,DHG,SVC,IJC,FPT,DVP,C32,BIC,BMC,STB,SCD,HCD,CTS,MSH,TNI,BMP,NSC,HBC,SFI,UIC,SAV,TVB,LIX,FMC,GMC,FVN,NHH,VHC,DGC,HSG,VTB,SMB,CLC,HDC,TVS,IDI,DHA,APC,FCM,ACC,BMI,GVR,FUCVREIT,DSN,TNA,CMX,TCL,DQC,GSP,PME,PET,PJT,LBM,PAC,SZL,GDT,KHP,GIL,PGC,MCG,FUESSV50,PAN,VSH
52.0,25.5,7.31,7.83,13.86,6.0,39.45,26.75,126.46,26.2,30.05,26.4,15.05,6.56,80.65,12.27,25.1,17.8,16.69,49.39,41.3,21.57,65.62,64.6,39.8,53.38,41.6,18.8,55.98,12.55,37.4,10.3,20.89,10.4,35.06,57.0,55.0,98.89,91.2,33.25,98.3,61.63,35.8,32.0,29.3,28.05,20.9,14.4,39.81,90.44,8.14,57.33,79.08,25.1,75.68,55.06,26.54,25.47,53.9,51.64,30.6,18.0,34.88,63.06,156.03,43.1,12.9,42.68,38.65,104.5,45.95,15.2,50.19,28.5,9.68,11.27,46.66,39.35,12.55,46.0,15.14,19.0,44.5,28.1,18.8,73.6,33.2,13.0,76.68,39.96,65.2,56.06,15.47,73.8,27.6,7.55,22.65,37.0,29.21,44.5
53.6,25.8,7.85,8.4,14.36,6.23,39.72,25.88,128.13,26.1,30.2,27.0,14.1,7.05,81.62,11.49,24.6,18.6,16.3,48.62,39.65,21.62,65.81,62.7,39.2,49.92,42.8,19.3,54.79,13.25,36.4,10.35,20.62,10.65,32.78,59.5,53.6,99.95,95.0,35.0,97.3,60.46,36.38,31.6,29.06,27.95,21.0,15.05,38.89,89.58,7.61,56.47,78.98,23.5,77.54,54.68,27.22,24.97,54.5,50.96,30.7,18.0,35.58,62.09,154.04,43.7,12.8,42.58,38.79,107.0,42.95,15.15,50.01,29.9,9.86,11.29,44.28,40.5,11.75,46.15,15.55,19.6,43.2,28.35,18.25,79.1,31.95,13.3,76.18,40.2,66.0,55.08,14.49,73.0,27.4,7.06,22.8,38.05,29.06,44.5
54.6,25.89,7.56,8.55,13.59,5.83,37.16,25.58,124.47,25.6,30.1,27.0,13.2,6.6,79.67,10.74,25.05,17.5,16.3,45.48,37.1,20.23,65.06,62.8,39.3,49.21,42.5,19.95,54.29,13.4,37.0,10.0,20.71,10.75,34.39,59.5,53.0,98.4,93.0,36.0,98.0,60.36,34.88,31.8,27.18,28.1,21.5,14.15,37.64,89.49,7.12,59.05,78.98,23.65,79.78,55.43,27.69,23.35,54.6,51.54,32.0,17.75,35.03,65.39,154.54,44.7,12.5,42.58,38.69,115.0,40.15,14.2,51.1,28.9,9.28,10.83,42.66,41.4,11.0,45.6,15.91,19.85,43.6,28.55,17.85,79.1,31.7,12.8,71.24,40.0,66.4,54.82,13.55,76.1,28.7,6.6,21.5,38.6,29.06,45.3
54.0,25.69,7.55,8.25,12.73,5.45,35.14,26.13,122.22,25.4,30.3,26.3,12.35,6.38,79.19,10.74,24.9,17.4,16.0,45.76,36.95,18.94,65.72,63.2,39.3,49.99,41.5,20.0,53.7,13.4,37.0,9.96,20.3,10.05,35.0,57.4,55.3,97.72,93.0,36.5,96.0,61.14,34.3,32.3,27.18,27.7,22.1,14.15,35.19,87.11,6.66,59.72,79.57,23.8,76.17,55.62,27.95,23.58,54.7,51.05,31.5,17.31,35.19,64.51,153.95,43.5,12.4,42.48,38.6,114.0,40.15,13.5,51.19,28.7,9.42,10.97,42.85,41.9,10.3,45.85,15.91,19.0,42.75,28.35,18.15,79.1,31.8,12.8,70.74,39.81,66.9,53.96,12.7,76.8,29.3,6.37,23.1,38.0,29.11,45.2
55.3,25.71,7.06,7.76,12.77,5.33,34.72,26.42,122.89,26.1,30.9,26.5,11.55,6.09,80.26,10.07,24.65,16.9,16.5,46.52,36.85,17.73,67.5,64.5,38.9,50.62,41.8,19.9,53.8,12.55,37.55,9.7,20.89,9.98,35.83,53.7,56.8,98.01,93.0,35.6,97.0,61.53,34.49,31.65,26.35,28.45,22.1,14.3,33.56,85.77,6.23,59.72,79.57,23.7,71.2,56.47,27.69,24.03,54.5,52.41,30.35,17.41,33.98,65.0,154.74,44.5,12.4,42.48,38.4,109.2,40.0,12.65,50.83,26.85,9.19,10.71,43.9,41.1,10.05,45.8,15.45,19.35,43.6,28.9,17.85,79.1,32.55,12.75,70.74,40.39,66.0,54.31,12.98,76.5,29.3,6.2,22.8,38.7,29.01,45.25
56.5,24.56,6.6,7.52,12.64,5.26,32.48,26.0,122.97,26.05,30.4,26.4,10.8,6.16,80.65,10.18,24.8,15.8,16.89,44.81,36.05,17.18,65.81,64.8,37.8,51.26,40.2,19.65,55.58,11.75,35.1,9.8,21.25,9.99,34.22,50.2,56.0,98.79,87.0,34.9,96.4,61.24,33.81,31.7,27.47,28.1,20.95,13.65,33.52,85.77,6.21,59.34,79.57,22.15,67.79,56.57,28.03,23.44,55.0,52.12,30.35,16.32,31.79,64.32,158.02,45.65,12.4,42.48,38.06,106.1,39.3,11.85,50.19,25.1,8.62,10.9,44.37,40.6,10.15,46.0,15.36,19.0,44.05,28.3,16.7,79.5,31.8,12.7,70.74,40.39,64.8,54.39,12.84,72.8,27.4,6.2,21.5,36.3,29.3,45.1
56.8,25.95,6.47,7.35,12.41,5.48,31.61,25.33,126.46,24.37,30.85,25.85,11.0,6.09,80.06,10.26,24.9,15.3,17.34,43.76,36.0,17.5,64.03,63.5,37.8,49.63,40.2,19.65,55.58,11.0,35.55,9.99,21.16,9.95,35.28,49.8,57.5,98.01,88.5,35.35,97.4,59.48,33.52,31.25,27.71,27.85,19.6,13.6,32.13,85.49,6.35,60.2,79.57,22.0,67.5,56.57,28.89,22.9,55.1,52.31,28.4,16.28,32.34,65.0,162.89,46.05,12.4,42.97,38.01,99.2,39.95,11.85,50.1,25.0,8.86,11.25,42.75,40.7,10.1,45.9,15.36,19.55,43.0,29.1,16.1,82.1,32.05,12.75,71.24,40.69,65.0,54.56,13.35,73.0,27.2,6.3,22.8,34.45,29.11,45.6
56.6,25.96,6.05,7.03,12.18,5.45,29.54,24.58,122.97,23.98,31.2,24.2,10.9,5.7,79.67,9.92,24.65,14.95,16.55,40.9,36.05,17.13,64.03,63.1,35.5,48.01,40.1,20.2,53.6,11.0,34.0,10.0,20.84,9.91,37.11,49.6,57.8,98.01,92.0,34.4,97.6,59.19,33.43,31.15,28.29,27.65,19.4,13.75,30.05,84.53,6.1,60.1,79.37,21.9,63.12,56.47,29.14,22.0,54.9,51.34,27.15,16.13,32.3,62.77,162.19,46.45,12.4,41.51,38.01,99.2,39.5,11.75,50.46,24.3,8.86,11.69,43.09,40.1,10.1,45.5,14.36,18.6,40.2,29.05,16.15,82.1,31.05,12.8,71.14,40.0,65.5,54.74,13.16,73.2,26.8,6.29,22.6,34.2,28.92,44.7
56.3,25.65,5.66,7.01,12.09,5.26,28.35,23.38,123.05,23.84,31.55,23.3,10.6,5.33,80.35,10.29,24.15,14.9,15.51,38.23,33.7,16.67,62.16,62.61,34.8,47.94,40.0,20.6,52.51,11.6,33.8,10.3,20.8,9.54,38.06,49.0,54.3,98.11,91.0,34.0,96.0,57.92,34.2,31.1,28.24,27.45,18.8,13.7,29.31,83.77,6.02,59.43,78.69,20.9,63.31,57.04,27.78,22.0,55.3,48.04,26.55,15.98,31.12,60.92,155.44,45.8,12.45,40.92,38.5,99.2,40.0,11.0,50.19,23.6,8.29,11.9,42.7,39.95,10.2,46.0,13.91,17.4,39.9,27.15,15.95,82.1,30.7,12.8,71.24,39.23,66.8,53.44,12.34,68.5,26.7,6.36,22.8,33.0,29.01,44.1
55.6,25.7,5.29,6.89,12.09,5.4,26.51,23.42,121.06,23.84,31.7,23.3,10.45,5.31,80.55,10.22,22.95,14.65,15.36,37.18,33.2,16.67,59.53,62.61,34.0,47.37,39.6,19.3,52.61,11.6,34.65,9.72,20.66,10.25,37.28,50.9,52.3,98.79,95.0,32.8,96.1,57.53,32.85,31.0,28.48,27.9,18.7,13.55,27.41,83.87,6.24,58.29,78.69,19.55,63.31,57.42,27.1,21.37,55.2,47.85,26.3,15.83,31.28,59.27,152.55,44.95,12.4,40.04,37.43,100.2,38.2,10.3,49.73,24.0,7.97,11.5,41.99,39.3,10.1,45.65,13.64,16.3,39.9,25.4,15.75,82.1,30.5,12.7,73.12,39.18,63.0,53.53,11.55,67.1,27.2,6.3,22.6,31.6,28.53,44.0
55.5,25.69,5.22,7.4,12.68,5.8,27.11,23.5,121.06,24.41,30.85,24.95,10.5,5.43,82.59,10.93,24.6,15.7,15.71,39.95,35.3,17.64,58.69,63.89,35.2,49.49,42.55,19.0,53.3,11.4,35.65,10.45,19.35,10.25,40.06,54.7,55.8,99.95,94.5,35.2,96.1,58.7,34.59,31.4,27.51,26.65,19.1,14.55,29.35,86.82,6.7,57.71,80.05,21.0,63.31,57.61,28.72,22.72,55.3,48.34,27.0,17.01,32.92,63.35,154.84,45.8,12.15,39.8,38.01,107.7,39.55,9.83,51.92,24.25,8.22,10.76,43.42,42.1,10.25,45.1,14.05,17.5,40.15,26.9,16.4,82.1,31.5,12.8,73.22,38.45,61.9,54.13,10.82,69.5,27.9,6.61,22.6,33.2,29.01,45.0
55.7,25.69,5.19,7.26,12.05,5.69,25.96,22.92,121.06,24.03,31.15,23.75,9.84,5.4,81.91,10.22,24.7,14.7,16.2,39.14,36.1,17.45,55.78,63.2,34.9,48.85,41.85,19.35,51.71,11.4,35.05,9.79,19.12,9.62,41.11,51.2,54.3,99.08,98.0,32.9,95.8,59.09,35.07,31.3,25.73,26.6,18.6,13.75,28.56,85.01,6.36,57.33,80.45,20.2,63.31,57.23,28.97,22.36,55.2,47.56,27.25,16.23,33.08,62.57,154.74,46.0,12.2,39.75,37.91,106.9,37.95,9.19,51.56,22.7,7.86,10.54,43.42,39.35,10.25,45.1,14.27,17.3,40.2,25.95,16.4,84.5,30.65,12.85,69.26,38.11,59.7,51.63,10.13,67.6,27.55,6.62,22.5,32.95,29.89,44.7
57.1,25.71,4.86,7.46,11.95,5.35,25.64,23.38,125.55,24.03,31.2,24.15,9.2,5.19,83.07,10.48,24.8,14.8,16.4,39.37,36.4,16.53,57.19,63.79,34.45,49.99,39.3,19.9,52.61,10.7,36.0,9.15,18.81,9.3,39.22,47.9,51.1,100.53,98.0,33.4,96.9,59.87,35.32,31.95,25.58,26.6,19.0,13.55,26.71,85.68,5.95,57.33,79.37,18.9,64.58,56.1,28.08,21.95,55.5,48.09,27.25,16.62,33.27,61.12,151.86,47.4,12.1,39.85,36.55,106.6,35.5,8.59,51.01,22.6,7.89,10.36,43.71,39.8,10.25,45.3,14.0,16.2,39.7,26.45,16.7,79.0,31.0,13.2,68.27,38.59,61.5,51.37,9.48,68.8,28.5,6.2,22.59,32.4,30.95,44.4
58.0,25.93,4.81,7.25,12.09,5.0,24.13,23.33,126.21,24.37,31.0,24.1,8.95,5.22,78.7,9.81,25.0,14.45,16.35,37.71,37.25,16.11,57.66,64.68,33.55,50.55,39.75,19.5,52.9,10.0,36.9,8.92,19.08,9.38,36.67,44.8,47.8,98.5,103.0,33.9,98.0,60.17,34.78,31.6,25.63,26.7,18.5,13.1,26.57,85.49,5.57,56.95,79.37,17.7,64.58,55.15,26.24,20.56,55.5,47.95,25.5,16.23,32.41,60.63,152.85,48.0,11.85,39.95,35.58,104.5,33.2,8.18,50.56,22.6,7.82,10.08,44.18,40.05,10.25,45.8,14.0,16.0,39.75,26.4,16.55,82.0,30.75,13.1,63.82,38.93,60.1,51.72,8.87,70.0,28.95,5.85,21.5,32.1,31.15,44.1
57.9,24.56,4.82,6.78,12.0,5.19,23.44,23.71,122.14,25.04,31.2,23.45,9.03,5.28,78.7,9.92,25.65,14.5,15.31,35.66,36.25,15.69,57.19,63.99,33.2,49.49,39.5,18.6,49.63,10.3,37.4,8.8,18.99,9.4,34.56,41.9,48.7,95.79,107.0,33.65,98.2,58.61,36.92,30.2,26.11,26.5,18.7,13.35,25.93,83.77,5.47,54.37,79.18,17.85,60.39,54.68,27.27,20.56,55.5,48.53,26.15,16.32,30.3,61.6,154.84,48.05,12.0,39.95,35.09,100.0,31.85,8.1,49.64,22.45,7.86,9.56,43.71,40.0,10.3,45.6,13.91,16.0,39.6,26.35,16.95,82.0,31.0,13.1,61.64,39.42,59.8,50.42,8.29,69.9,29.0,5.9,21.5,30.0,29.3,43.1
56.3,24.56,4.79,7.08,12.09,5.08,23.12,23.25,116.15,23.79,30.6,22.3,8.61,5.28,76.47,9.62,25.8,14.2,15.46,34.99,36.6,15.6,55.22,63.4,32.85,50.2,37.95,19.9,47.15,10.3,37.0,9.4,18.81,9.1,35.0,41.0,49.9,95.69,100.0,32.8,96.9,59.19,34.88,30.5,25.63,25.6,18.9,13.35,25.65,83.48,5.53,54.37,79.57,17.4,56.5,54.4,26.33,20.65,55.3,47.95,26.85,16.18,30.11,61.6,155.93,47.65,11.9,39.95,34.8,96.1,31.45,8.15,49.73,22.5,7.75,8.95,43.9,39.45,10.3,45.7,13.77,15.75,39.5,26.2,16.7,82.5,29.7,12.85,61.94,38.45,60.0,49.3,7.75,67.2,28.45,5.84,21.5,30.0,29.01,42.9
55.1,24.56,4.71,7.0,11.68,4.75,23.21,22.67,116.81,23.84,30.4,22.2,8.3,5.15,76.27,9.55,25.4,14.1,15.71,34.51,35.8,15.74,54.84,63.6,32.9,48.08,37.5,20.05,47.34,10.3,36.35,9.1,18.67,9.13,35.0,41.35,47.7,95.01,104.8,33.0,94.9,59.48,35.56,30.6,25.87,25.6,18.6,13.0,25.28,83.39,5.5,52.84,79.18,17.45,54.84,53.92,24.63,20.74,55.7,46.01,27.0,16.08,30.11,58.21,156.03,47.0,12.3,40.04,34.75,97.0,31.4,7.84,49.64,22.5,7.75,8.83,42.47,39.3,10.1,45.8,13.91,15.4,38.6,25.5,16.05,82.5,30.0,12.75,62.14,38.45,60.2,49.56,7.25,67.0,28.45,5.9,21.5,30.0,29.21,43.5
56.7,24.56,4.77,6.72,11.64,4.57,22.52,22.79,116.56,23.79,30.65,22.5,8.75,5.18,75.79,9.66,25.95,14.2,16.1,35.08,37.9,15.74,54.56,59.46,33.3,49.42,37.05,19.95,45.81,11.0,35.0,8.7,18.85,9.14,32.72,39.6,44.6,95.21,98.0,31.95,96.2,59.48,33.23,29.9,26.69,26.2,18.8,13.55,25.28,83.96,5.29,52.27,79.08,16.9,54.74,52.04,23.52,20.6,55.6,48.29,27.0,16.23,29.83,60.05,158.32,49.0,11.9,40.04,34.8,94.7,32.4,7.5,48.46,22.2,7.64,9.07,39.7,38.3,10.1,46.2,13.95,15.15,39.2,23.85,15.95,82.5,30.6,12.7,62.14,38.4,60.5,49.56,7.23,67.4,27.6,5.75,21.5,30.0,29.11,43.9
57.2,24.56,4.84,7.22,11.59,4.75,21.93,22.25,116.65,23.69,30.6,21.75,8.95,5.3,75.69,9.85,25.95,13.3,16.2,32.8,37.6,15.42,54.84,59.16,32.0,49.49,36.3,19.4,44.67,10.8,36.6,8.29,18.99,9.14,32.78,38.85,46.5,96.08,94.0,31.1,96.7,57.05,31.1,29.6,25.34,26.1,18.85,12.7,26.2,84.82,5.13,53.03,79.08,15.8,54.55,53.83,23.52,20.51,56.2,47.95,27.0,15.49,29.56,57.72,160.01,49.4,11.75,39.95,34.7,96.1,32.85,7.53,48.09,22.2,7.22,9.0,38.36,37.1,10.3,46.1,14.23,14.2,39.9,23.25,15.75,82.5,30.8,12.8,61.15,38.59,61.4,49.47,7.23,68.1,26.4,6.0,21.5,30.6,28.62,43.9
56.9,24.56,4.53,7.76,11.82,4.44,21.88,21.5,119.06,23.5,30.95,21.2,9.0,5.06,76.56,9.62,25.9,13.0,16.2,32.41,36.8,15.42,52.69,59.65,31.6,49.49,36.6,19.3,44.47,10.7,36.6,8.3,19.12,9.19,32.5,36.35,46.8,95.59,88.8,31.3,97.6,55.88,30.91,29.9,26.11,26.3,18.9,12.5,26.62,84.72,4.8,50.93,79.47,15.9,53.57,54.3,23.99,20.38,56.2,48.04,27.2,15.05,29.56,56.46,157.23,49.2,11.75,39.95,34.41,94.6,33.0,7.4,46.9,22.35,7.19,8.79,38.46,37.5,10.3,46.8,13.73,13.7,39.5,23.2,15.75,82.5,31.3,12.75,62.23,38.59,59.1,49.9,7.23,68.5,27.45,6.01,21.5,30.6,28.82,42.7
57.2,24.56,4.44,7.27,12.55,4.15,22.02,21.42,117.31,23.6,30.3,21.4,8.98,4.94,77.15,9.03,25.75,13.15,16.3,32.51,36.6,15.32,50.72,60.54,31.7,51.97,37.15,19.7,44.22,10.75,37.45,8.1,19.26,9.07,31.33,35.2,46.8,94.33,88.8,30.55,98.6,57.24,31.0,30.5,26.31,26.2,19.05,11.95,27.41,84.82,4.49,50.45,79.96,15.8,53.57,55.34,24.24,20.6,56.2,48.63,27.4,15.14,29.95,55.98,151.06,49.3,11.85,39.95,34.8,94.6,32.0,7.35,47.27,22.9,6.97,8.62,39.17,37.5,10.3,46.8,13.73,13.95,40.65,23.25,15.65,82.5,30.4,12.7,62.14,38.59,56.1,50.51,7.26,66.4,28.15,5.62,21.5,30.45,29.16,43.2
57.9,24.56,4.45,6.8,11.91,4.12,22.43,21.58,118.98,24.27,30.8,21.4,8.96,4.95,76.66,9.03,25.6,13.2,16.4,32.61,35.3,15.51,51.47,58.77,31.25,51.97,37.1,19.5,44.27,10.8,38.5,8.1,19.53,8.97,30.28,34.6,48.0,94.82,83.0,30.4,99.0,57.24,30.96,28.85,26.55,26.9,19.3,11.2,27.04,84.06,4.38,50.74,79.47,15.6,53.57,56.19,22.67,20.56,56.2,49.21,27.4,15.05,30.5,55.3,155.54,49.85,11.9,40.04,34.11,94.5,32.5,7.44,47.91,22.6,6.83,8.58,37.55,37.85,10.3,46.8,14.05,13.95,41.0,23.45,16.2,82.5,30.35,12.75,62.14,39.03,53.0,50.59,7.27,64.7,28.5,5.26,21.5,31.4,29.25,41.8
57.3,24.56,4.5,6.58,11.14,4.11,22.48,20.71,117.31,24.17,30.5,21.55,9.0,4.96,76.47,8.95,26.05,13.15,16.55,32.7,36.25,15.79,51.56,58.96,31.45,51.61,37.75,18.25,44.91,10.7,38.0,8.19,19.89,9.02,28.72,35.0,50.5,95.01,81.0,30.8,98.9,55.97,30.86,28.95,26.31,26.85,19.0,10.5,26.39,83.87,4.36,50.74,79.47,16.1,51.14,56.66,23.01,20.47,56.0,48.92,27.3,15.39,30.11,56.46,157.62,49.75,11.95,40.04,34.36,94.0,32.8,7.5,47.36,23.0,6.8,8.53,37.93,38.2,10.3,46.0,14.27,14.05,39.65,23.5,16.5,82.5,30.35,12.8,62.23,39.47,53.2,50.68,7.31,67.2,29.1,4.92,21.5,31.85,29.74,42.3
56.8,24.56,4.48,6.15,11.41,4.07,22.16,20.67,118.23,24.41,30.7,21.6,9.05,4.99,76.66,9.21,26.3,13.15,15.66,32.99,36.7,15.88,50.91,59.06,31.9,51.47,36.1,18.25,45.56,10.6,37.8,7.89,19.58,9.02,26.89,35.75,51.3,95.88,81.0,30.4,98.8,55.58,30.96,28.7,27.08,26.4,19.0,10.35,26.48,83.87,4.45,50.74,79.18,16.55,51.63,56.66,23.01,20.6,56.0,48.19,27.35,15.54,29.13,55.3,156.83,48.45,11.9,39.95,34.55,94.0,32.8,7.36,44.3,23.0,6.93,8.48,38.36,38.4,10.3,45.5,14.32,14.4,39.45,23.45,16.2,82.5,30.4,13.15,62.33,40.2,53.2,50.08,7.22,68.0,29.4,4.6,21.5,31.3,28.62,43.2
56.8,24.56,4.42,5.75,11.5,3.92,22.11,20.5,119.06,23.64,30.4,21.5,9.04,4.92,77.73,8.8,26.45,13.25,14.67,32.65,36.4,15.83,49.41,59.16,31.5,51.61,36.05,18.25,46.15,10.7,36.8,7.9,19.71,8.96,25.28,34.5,50.7,96.37,81.0,30.45,99.4,55.97,30.13,28.8,26.02,26.25,19.0,10.05,26.11,83.48,4.28,50.64,80.54,16.45,53.09,57.42,23.09,20.69,56.3,48.53,27.3,15.39,29.13,55.88,160.6,48.1,12.0,39.99,34.16,93.4,32.75,7.26,44.26,22.9,6.84,8.53,38.36,37.5,10.3,45.2,14.36,14.4,39.25,23.2,16.55,82.5,29.15,12.85,62.33,40.59,53.2,49.64,7.21,68.0,28.6,4.3,21.5,29.8,28.43,43.0
57.0,24.56,4.44,5.94,11.27,3.87,22.34,20.63,121.06,23.79,30.8,21.7,8.95,4.98,78.6,8.8,26.7,12.7,13.73,33.13,34.75,15.93,50.06,61.03,31.25,49.84,36.3,17.8,44.37,10.7,37.3,7.83,19.67,9.0,25.72,33.85,50.8,95.21,76.3,29.7,99.0,56.75,30.04,28.4,27.18,26.6,19.2,10.0,26.39,82.91,4.19,50.64,80.54,16.35,53.09,56.28,23.18,20.38,56.2,49.01,27.35,15.49,29.01,55.3,159.01,48.35,11.95,39.85,34.16,90.5,32.8,7.18,44.35,23.25,6.9,8.25,38.6,37.2,10.3,45.65,14.36,14.25,39.15,23.25,16.55,82.5,29.2,12.8,63.03,40.39,53.5,49.38,7.18,67.5,28.7,4.15,21.5,29.7,28.96,43.35
57.2,24.56,4.52,6.08,10.82,3.82,22.16,19.88,122.3,23.64,30.45,21.6,8.6,5.06,78.7,8.95,27.0,12.6,13.34,33.08,34.8,15.74,50.44,61.13,31.55,48.43,36.1,18.05,44.22,10.75,37.95,7.78,19.67,8.93,25.81,32.6,50.0,95.88,82.0,28.7,99.2,56.56,30.52,28.85,25.92,26.5,19.5,10.0,26.57,83.48,4.18,50.64,81.03,16.35,50.36,56.19,23.43,20.06,56.2,48.72,27.35,15.09,29.64,55.39,150.86,47.85,12.3,39.76,34.11,85.0,33.3,7.06,44.3,23.2,6.9,8.25,38.36,37.2,10.3,47.0,14.91,14.3,39.7,23.75,16.9,82.5,28.95,12.9,63.12,39.96,53.4,48.78,7.3,68.1,28.7,4.17,21.5,30.3,29.59,43.15
55.7,24.56,4.47,5.79,10.82,3.8,22.02,19.67,121.06,23.64,29.15,20.8,8.6,4.97,77.63,9.21,26.1,12.7,13.48,33.27,34.2,15.79,50.16,60.34,31.6,49.49,36.0,16.9,44.62,10.4,38.65,7.4,18.99,9.6,25.61,32.6,51.1,96.56,82.0,28.6,98.9,57.24,30.86,28.8,26.93,25.7,19.0,10.0,26.16,83.77,4.2,50.74,81.91,16.35,49.58,56.0,23.09,19.83,56.3,49.4,27.1,15.09,29.72,55.49,149.67,47.65,12.1,39.49,34.11,85.0,32.22,7.19,44.35,22.8,7.05,8.27,38.94,37.05,10.3,44.0,14.77,14.4,39.85,23.85,17.45,82.5,29.05,13.2,63.82,40.1,53.0,49.82,7.32,69.5,30.0,4.3,21.5,30.45,28.77,42.7
55.6,24.56,4.45,5.43,11.0,3.9,22.34,19.79,117.89,23.74,29.3,20.9,8.98,4.91,77.73,9.21,25.95,12.9,13.83,33.94,34.9,16.02,50.53,61.03,32.1,46.88,36.4,16.15,44.67,10.4,38.5,7.41,18.99,9.6,24.33,32.7,51.2,96.76,81.4,29.4,94.3,56.27,31.1,29.2,28.05,25.5,18.9,10.0,26.34,83.58,4.32,50.64,81.91,16.5,49.97,56.28,23.22,20.06,56.4,50.37,27.1,15.34,29.72,53.94,149.08,47.6,12.15,38.84,34.21,88.0,32.59,7.33,44.26,22.95,7.18,8.27,39.46,37.59,10.3,44.0,14.05,14.9,39.05,24.2,16.65,82.5,29.4,13.2,63.72,41.27,52.9,50.16,7.36,70.8,28.6,4.39,21.5,30.7,29.25,43.1
56.1,24.56,4.37,5.08,10.95,3.81,21.65,20.04,118.31,23.02,29.4,19.75,8.73,4.88,78.22,9.4,25.9,12.7,13.34,33.37,35.0,16.3,50.06,60.15,31.75,44.26,36.65,15.35,44.07,9.88,39.9,7.3,19.17,9.05,24.22,31.8,50.0,96.46,81.0,28.8,94.4,55.0,31.3,28.6,28.24,25.5,18.9,10.1,25.83,83.87,4.15,49.78,82.3,16.65,49.97,56.47,23.26,19.83,56.9,48.34,27.5,15.19,29.72,53.16,148.58,48.35,12.15,38.66,34.5,84.0,32.73,7.35,44.9,22.85,7.0,8.27,39.65,37.25,10.3,43.85,13.77,14.3,38.25,23.1,17.2,82.5,28.0,13.5,63.82,41.95,51.9,50.94,7.37,70.5,30.3,4.3,21.5,28.7,29.79,43.35
55.3,24.5,4.31,4.75,10.73,3.57,21.38,20.0,117.48,23.02,28.45,19.0,8.16,4.84,77.15,9.29,26.2,12.5,13.48,33.03,35.6,16.25,49.41,59.06,29.85,43.83,35.1,15.35,44.07,10.6,39.4,7.16,18.99,8.92,23.67,31.2,53.3,96.85,71.0,28.2,94.4,54.22,30.86,28.8,28.19,25.75,19.0,9.48,25.83,83.29,4.05,49.5,81.81,16.0,48.51,56.57,23.35,19.92,56.9,48.53,27.5,14.21,29.29,53.07,151.16,47.85,12.0,38.2,34.5,80.1,32.96,7.17,44.08,23.0,6.55,8.22,39.41,36.91,10.3,43.6,13.95,14.15,38.05,22.65,17.2,84.5,27.75,13.25,63.92,42.83,52.0,51.37,7.2,69.1,30.7,4.1,21.5,28.25,29.5,40.55
55.5,24.55,4.39,4.58,11.36,3.53,21.19,19.17,117.48,23.11,28.25,19.0,7.63,4.98,75.79,9.81,25.9,12.0,13.43,31.46,36.0,16.2,48.75,58.67,29.8,45.67,34.35,15.25,44.17,10.6,38.5,7.0,18.58,8.85,23.5,30.9,55.0,96.46,81.0,27.75,94.6,54.61,30.76,28.45,30.27,24.3,19.1,9.43,24.17,83.48,4.1,49.59,81.03,16.1,48.22,56.76,22.84,19.16,56.9,48.43,27.8,14.31,29.4,52.58,152.95,48.65,11.9,37.74,34.5,76.2,31.66,7.12,44.08,23.0,6.55,8.11,39.41,36.51,10.3,43.35,14.32,13.95,38.4,22.5,17.8,82.5,27.35,12.5,64.02,41.56,51.9,50.08,7.14,69.6,31.0,4.23,21.1,28.15,28.62,40.5
53.4,24.57,4.25,4.38,11.36,3.49,21.1,19.67,116.48,22.44,28.2,18.8,7.44,4.71,74.82,9.66,24.9,12.0,13.04,31.84,36.0,16.57,48.37,57.09,29.6,45.25,33.5,14.85,43.67,10.0,38.5,7.15,18.9,9.08,23.61,30.55,56.4,96.66,81.0,27.5,92.9,54.32,30.71,28.5,28.63,24.7,19.25,9.68,24.44,82.63,4.0,50.55,79.08,15.8,48.22,57.23,23.01,19.2,57.0,48.53,28.0,13.77,29.32,50.83,157.92,46.75,12.15,37.55,34.36,75.7,31.28,7.01,44.08,23.2,6.45,8.13,38.51,35.53,10.2,43.8,14.36,13.4,38.3,22.5,16.9,82.5,26.9,12.2,62.33,38.88,51.5,50.08,6.68,68.8,29.2,4.4,21.0,27.85,26.78,40.2
