HGP,E1VFVN30,HAI,DLG,FIT,FLT,HQC,GEX,PVD,MSN,PVI,VRE,DXG,SJF,AMD,VHM,EVG,HVN,SCR,SFG,VGC,BFC,TCH,PHR,BVH,TDM,HAH,KSB,SKG,BCM,VNS,CNG,TTB,LPB,DAH,HTN,NHA,CSV,DHG,SVC,IJC,FPT,DVP,C32,BIC,BMC,STB,SCD,HCD,CTS,MSH,TNI,BMP,NSC,HBC,SFI,UIC,SAV,TVB,LIX,FMC,GMC,FVN,NHH,VHC,DGC,HSG,VTB,SMB,CLC,HDC,TVS,IDI,DHA,APC,FCM,ACC,BMI,GVR,FUCVREIT,DSN,TNA,CMX,TCL,DQC,GSP,PME,PET,PJT,LBM,PAC,SZL,GDT,KHP,GIL,PGC,MCG,FUESSV50,PAN,VSH
16.66,14.0,3.6,1.65,6.09,1.63,13.13,10.0,51.68,9.58,28.6,10.78,2.51,3.83,57.33,2.67,28.75,5.67,5.79,16.58,12.39,17.64,49.31,49.17,22.56,7.56,20.95,9.39,25.76,10.52,18.72,4.92,6.97,12.2,8.05,7.8,21.1,85.63,51.14,11.25,41.15,29.51,21.03,19.48,11.17,10.7,21.25,3.45,7.39,33.74,7.94,44.39,57.0,9.51,16.61,32.83,6.34,5.39,50.63,25.2,16.64,8.97,36.18,36.85,29.9,10.27,9.4,26.4,22.56,13.44,9.02,4.95,26.47,20.8,5.36,5.74,16.07,12.2,6.6,45.25,14.66,15.49,18.84,18.73,8.05,61.11,7.33,8.74,25.86,21.15,36.79,21.7,5.3,15.08,14.41,1.68,12.3,21.45,16.04,22.62
16.27,13.75,3.4,1.55,5.78,1.53,12.77,9.46,51.35,9.41,28.45,10.43,2.35,3.58,56.96,2.5,28.25,5.3,5.64,16.54,12.35,17.07,49.22,48.35,21.89,7.37,20.76,9.39,25.47,10.01,18.72,4.6,6.46,12.3,8.11,7.54,21.1,85.36,49.68,11.34,40.61,29.17,20.9,19.67,11.49,10.55,21.25,3.27,7.04,32.84,8.53,42.78,57.27,8.98,16.7,32.7,6.33,5.42,50.54,24.11,15.58,8.88,36.07,34.48,29.83,9.64,9.36,26.56,22.44,13.12,8.94,4.63,25.97,19.45,5.3,5.74,16.14,12.1,7.09,45.1,14.32,14.51,18.84,18.93,8.21,60.13,7.31,8.47,25.31,21.15,36.75,21.7,5.21,15.08,14.74,1.66,12.1,21.26,16.04,21.9
16.0,13.7,3.19,1.53,5.81,1.43,12.44,9.33,51.76,9.33,28.4,10.35,2.2,3.35,57.11,2.34,27.85,4.96,5.65,16.58,12.17,16.88,48.41,48.44,20.94,7.28,20.83,8.95,25.47,9.91,18.76,4.95,6.39,11.95,7.95,7.42,20.75,85.73,49.68,10.64,40.36,28.96,20.77,19.57,11.71,10.6,22.22,3.06,6.78,32.57,9.17,41.52,57.18,8.39,16.22,33.15,6.24,5.4,50.63,22.55,15.02,8.7,36.07,32.35,28.75,9.02,9.72,26.82,22.69,12.68,8.98,4.35,25.97,18.2,5.22,5.62,15.92,11.91,6.78,44.96,14.47,13.56,18.7,18.59,8.21,59.55,7.19,8.47,24.5,20.33,36.62,21.59,5.33,14.85,15.23,1.67,12.1,21.3,16.04,21.22
16.21,13.63,3.12,1.5,5.64,1.34,12.47,9.5,52.17,9.54,28.1,10.09,2.1,3.15,57.41,2.2,27.35,4.94,5.67,16.23,12.26,16.57,49.13,48.49,20.6,7.37,20.08,8.86,25.56,9.73,18.94,4.97,6.39,11.8,8.16,7.42,20.83,85.63,47.56,10.43,40.56,29.13,20.69,20.03,11.08,10.65,21.25,2.91,6.34,32.48,9.86,40.25,57.18,8.17,16.31,33.1,6.24,5.29,50.17,22.47,15.38,8.48,35.99,31.89,27.46,9.04,9.31,26.73,22.65,12.68,8.78,4.36,25.97,17.8,5.31,5.74,16.1,12.2,6.78,44.87,14.55,12.86,18.88,19.03,8.33,57.79,7.01,8.78,24.59,20.51,36.75,22.05,5.33,15.0,14.24,1.69,12.0,21.35,16.04,21.18
16.27,13.62,3.08,1.49,5.55,1.26,12.51,9.33,52.09,9.13,27.6,9.91,2.0,3.12,57.33,2.36,27.45,4.87,5.75,16.45,11.98,16.57,46.06,48.49,20.51,7.4,18.79,8.86,24.98,9.54,18.59,5.05,6.39,12.05,7.9,7.67,20.57,86.55,51.14,10.38,40.02,29.17,20.36,20.12,11.17,10.5,21.35,2.96,6.34,32.52,10.6,40.08,57.45,8.09,16.87,33.06,6.32,5.45,50.07,22.47,15.26,8.39,36.29,31.43,27.96,8.91,9.58,26.73,22.61,12.68,9.02,4.36,26.05,17.4,5.28,5.74,16.29,11.77,6.78,44.91,14.32,12.86,18.62,19.03,8.21,58.08,7.15,8.39,25.13,20.33,36.84,21.51,5.21,15.0,13.33,1.69,11.85,21.45,16.04,20.93
16.63,13.69,3.27,1.58,5.73,1.18,12.84,9.08,51.43,8.92,27.8,9.87,2.05,3.28,58.29,2.21,27.7,5.05,5.76,16.36,12.67,16.3,47.78,49.27,20.79,7.37,19.43,8.95,26.15,9.45,18.98,4.99,5.87,11.95,7.92,7.29,21.32,85.45,48.44,10.47,40.27,29.21,21.19,19.67,11.17,10.75,21.35,2.94,6.34,32.21,11.35,40.17,57.72,8.24,17.0,33.41,6.18,5.72,49.8,22.3,15.58,8.29,36.33,31.47,28.18,9.18,9.67,26.9,22.56,12.8,9.07,4.45,26.22,17.6,5.58,5.6,16.37,12.06,7.3,45.15,14.62,13.05,18.99,17.8,8.29,57.59,7.17,8.47,25.13,20.51,37.65,21.51,5.21,15.19,13.08,1.65,11.9,21.45,16.04,21.61
16.48,13.47,3.06,1.49,5.7,1.11,12.77,8.83,51.11,8.84,27.5,9.83,1.92,3.13,56.45,2.07,27.5,4.85,5.39,16.36,12.07,16.19,45.88,48.54,20.55,7.46,18.33,8.91,25.76,9.36,19.25,4.67,5.8,11.6,8.07,7.16,19.95,84.99,51.87,10.38,39.98,29.26,21.32,19.89,11.08,10.3,20.62,2.88,6.0,32.66,12.2,40.25,58.45,8.27,17.13,33.32,6.3,6.13,49.7,22.47,15.67,8.27,36.37,31.15,26.45,9.06,9.72,26.56,22.65,12.8,9.02,4.16,26.18,17.95,5.49,5.59,16.33,11.96,7.3,44.96,14.32,12.74,18.26,17.27,8.01,57.59,7.1,8.39,25.13,20.42,36.75,21.51,5.33,14.73,12.25,1.56,11.8,21.55,16.14,21.32
16.36,13.43,3.0,1.43,5.54,1.08,12.62,8.92,51.19,8.92,26.9,9.83,1.91,3.11,55.27,1.94,27.8,4.83,5.31,16.49,12.12,16.04,45.07,48.98,20.7,7.43,17.16,8.86,25.76,9.26,18.9,4.37,5.8,11.9,8.16,7.1,19.73,85.45,51.51,10.64,40.02,29.51,21.28,19.94,11.08,10.3,20.58,2.96,5.97,32.93,11.6,40.34,57.72,8.45,17.13,33.32,6.04,6.15,49.52,22.72,15.71,8.34,36.67,31.43,26.45,9.23,9.63,26.56,22.61,12.92,8.98,4.18,26.34,18.0,5.18,5.59,16.29,11.96,7.84,45.25,14.16,12.86,18.55,17.56,8.09,57.59,7.24,8.05,25.13,20.38,36.21,21.44,5.34,14.69,12.25,1.66,11.8,21.89,16.09,21.22
16.36,13.46,2.99,1.43,5.36,1.08,12.62,9.0,50.95,8.97,25.5,9.7,1.87,3.08,55.05,1.81,28.0,4.72,5.21,16.58,11.62,16.8,44.17,49.08,20.94,7.09,16.67,8.91,25.95,9.16,18.46,4.09,5.72,11.8,8.54,6.59,19.42,85.82,51.36,10.64,40.02,29.76,21.78,20.03,10.99,10.1,20.77,3.0,5.93,32.66,10.85,40.8,57.27,8.43,16.44,33.14,5.97,5.77,51.0,22.93,15.5,8.39,36.82,31.43,25.52,9.14,9.58,26.48,22.69,12.7,8.86,4.19,26.47,17.8,5.09,5.62,16.29,11.91,7.39,45.44,14.28,12.82,18.62,17.66,8.01,57.59,7.49,8.01,23.72,20.38,36.3,21.8,5.37,14.77,12.17,1.65,11.8,21.45,16.0,21.22
17.08,13.58,3.05,1.43,5.36,1.09,13.13,9.29,50.95,9.09,26.5,10.04,1.88,3.15,56.3,1.7,27.35,4.71,5.31,16.49,12.17,17.94,46.24,50.53,21.27,7.12,17.27,8.91,26.25,8.69,18.46,4.05,5.65,11.7,8.03,6.59,19.33,85.63,52.6,10.9,40.69,29.68,21.03,20.76,11.22,10.4,20.77,3.05,5.97,33.65,10.15,41.01,57.54,8.42,16.61,33.26,6.37,5.4,50.54,22.81,15.5,8.34,35.81,32.68,24.08,8.99,9.22,26.56,22.69,12.8,8.94,4.3,26.26,18.0,5.17,5.83,16.25,12.29,7.39,45.15,14.62,13.41,18.91,17.12,8.09,57.5,7.64,8.36,24.72,20.33,37.65,21.37,5.37,14.85,12.29,1.56,11.85,22.04,16.45,21.95
16.42,13.4,3.05,1.46,5.44,1.08,13.06,9.13,50.37,8.64,26.2,9.83,1.91,3.16,56.6,1.74,26.8,4.59,5.4,15.93,12.26,17.79,43.86,48.1,20.98,6.84,17.54,8.86,24.79,8.58,18.28,3.79,5.65,12.0,7.52,6.52,19.28,85.73,50.48,10.82,40.4,28.88,20.9,20.4,11.22,10.25,20.77,3.22,5.8,33.11,10.3,39.66,57.81,8.29,17.65,33.26,6.23,5.4,51.46,22.55,15.5,8.29,35.32,32.45,23.72,8.9,9.26,26.9,22.86,12.8,8.82,4.27,26.26,17.7,5.18,5.74,16.07,12.29,7.04,45.06,14.47,12.97,17.78,17.07,8.25,58.28,7.53,7.93,24.77,19.57,36.66,20.76,5.37,14.46,11.84,1.67,11.65,22.53,17.14,21.95
16.39,13.42,3.01,1.47,5.32,1.08,12.51,8.96,50.54,8.56,25.8,9.65,1.83,3.13,56.37,1.7,26.9,4.59,5.16,15.36,11.48,17.37,41.02,47.76,19.93,6.81,16.52,8.91,22.84,8.57,18.24,3.55,5.58,12.2,7.4,6.46,19.28,85.54,54.06,10.38,40.4,28.67,21.11,21.04,11.26,10.2,20.77,3.01,5.81,32.39,10.35,39.45,57.81,8.22,17.65,32.66,6.23,5.45,54.51,22.22,14.98,8.22,36.82,31.33,23.43,8.82,9.26,26.9,22.61,12.28,8.86,4.19,26.38,17.65,5.19,5.65,15.84,11.73,7.57,45.15,14.24,13.09,16.65,17.22,8.21,57.59,7.79,8.01,25.49,19.2,34.96,19.58,5.37,14.31,11.84,1.65,11.6,21.45,16.27,20.98
15.94,13.7,3.01,1.47,5.48,1.08,12.36,9.0,52.01,8.72,26.3,9.91,1.86,3.2,57.48,1.66,27.3,4.61,5.49,15.14,11.62,16.95,41.47,48.69,19.74,6.84,15.45,9.04,22.94,8.66,18.24,3.45,5.58,12.0,7.37,6.46,19.64,86.09,51.29,10.38,41.11,28.67,20.82,21.4,11.49,10.5,21.06,3.01,5.8,32.48,10.35,39.28,57.54,8.15,16.87,32.7,6.11,5.59,55.42,22.3,14.98,8.33,36.82,31.24,23.22,8.43,9.13,26.73,22.69,12.97,8.86,4.28,26.38,17.7,5.2,5.56,16.07,12.01,7.57,45.01,13.89,12.82,16.5,18.0,8.13,56.81,7.85,7.74,25.58,20.6,35.41,19.8,5.37,14.46,11.59,1.65,11.7,21.55,16.27,20.89
15.91,13.45,3.08,1.51,5.51,1.08,12.29,9.13,52.01,8.76,26.55,9.48,1.9,3.28,56.82,1.74,27.25,4.66,5.52,15.06,11.39,17.03,40.84,48.1,19.84,6.84,15.45,9.04,22.84,8.66,18.19,3.23,5.58,12.5,7.37,6.59,19.95,84.8,51.14,10.38,40.77,28.75,20.94,21.5,10.9,10.4,20.67,3.23,5.69,32.66,10.4,39.49,57.45,8.16,17.34,32.66,5.97,5.48,56.8,22.47,15.02,8.29,36.86,31.61,23.22,8.66,9.36,26.31,22.65,13.04,8.86,4.28,27.62,17.9,5.06,5.53,16.33,12.01,7.57,44.77,13.05,13.01,16.58,17.36,8.13,60.04,7.43,8.01,25.31,20.51,35.41,19.83,5.33,14.58,11.59,1.67,11.7,21.94,16.23,20.79
15.73,13.4,2.96,1.49,5.62,1.08,12.66,9.29,51.35,8.88,24.9,9.57,1.95,3.11,53.94,1.71,27.05,4.7,5.26,15.14,10.66,17.37,40.16,47.23,19.89,6.87,15.23,8.78,22.84,8.6,18.19,3.15,5.65,12.1,7.52,6.65,19.33,84.71,53.33,10.56,41.06,28.84,20.86,21.13,11.26,9.9,20.67,3.35,5.65,32.57,10.4,39.49,57.99,8.11,16.26,32.82,6.21,5.4,54.51,22.22,14.73,8.11,35.77,30.59,22.79,8.82,9.4,26.06,22.44,13.11,8.86,4.32,27.7,17.9,5.11,5.74,16.4,11.54,8.12,45.25,12.2,13.25,16.43,16.82,8.13,60.52,7.01,7.74,24.59,20.79,34.78,19.87,5.41,14.39,11.59,1.67,11.6,22.38,16.14,20.6
15.1,13.07,2.98,1.5,5.64,1.08,12.25,9.08,50.95,8.84,24.55,9.22,1.95,3.12,52.98,1.77,26.85,4.7,5.31,15.14,10.66,17.56,40.16,47.42,19.6,6.93,15.45,8.62,22.26,8.56,18.37,3.15,5.43,11.4,7.5,6.71,19.5,84.34,53.41,10.47,40.31,28.67,20.77,21.13,11.35,9.73,21.2,3.38,5.63,32.12,10.4,39.45,58.36,8.05,15.79,32.98,5.98,5.5,53.22,21.5,14.77,8.24,35.77,29.9,22.86,8.6,9.13,26.06,22.32,12.77,8.69,4.35,27.62,18.15,5.23,5.54,16.29,11.54,7.61,44.96,12.08,12.5,15.92,16.29,8.13,60.52,6.74,7.7,24.5,20.79,34.78,19.3,5.4,14.54,11.59,1.67,11.5,22.48,16.23,20.45
14.13,12.93,3.02,1.51,5.64,1.09,12.0,8.71,50.62,8.76,24.1,9.22,1.83,3.2,52.76,1.76,27.35,4.68,5.21,14.84,10.7,17.56,39.66,46.89,19.74,6.9,14.73,8.65,22.75,8.57,18.15,2.95,5.43,10.7,7.48,6.71,19.33,84.8,53.7,10.64,40.02,29.0,19.77,21.59,11.44,9.8,21.64,3.4,5.63,32.03,10.4,39.2,58.36,7.93,16.0,32.58,6.3,5.64,54.51,21.8,15.34,8.24,35.92,29.9,22.43,8.05,9.58,26.02,22.86,12.38,8.82,4.3,27.62,17.55,5.13,5.71,16.14,11.31,7.61,44.68,12.08,13.25,15.92,16.34,7.97,58.66,6.83,7.7,24.13,20.15,34.64,19.3,5.53,14.35,11.59,1.68,11.3,22.53,16.18,20.5
14.41,12.95,3.1,1.56,5.64,1.11,12.0,8.63,52.09,8.88,24.05,9.57,1.96,3.31,52.03,1.66,27.7,4.68,5.4,14.84,10.98,17.52,40.11,48.3,20.12,6.93,15.3,8.65,22.75,8.8,18.28,3.13,5.5,10.0,7.61,6.65,18.88,84.71,53.33,10.82,40.61,29.17,20.19,21.5,10.9,10.05,21.78,3.43,5.65,33.29,10.45,39.49,58.72,8.25,16.0,32.34,6.04,5.75,56.25,22.09,15.83,8.36,35.92,29.66,22.93,8.24,9.13,26.02,23.06,12.24,8.82,4.42,27.46,17.9,5.19,5.74,16.14,11.54,7.11,45.06,12.2,14.23,16.29,16.34,8.09,58.66,6.52,7.56,24.09,20.74,35.09,19.44,5.78,15.0,11.76,1.65,11.5,22.53,16.18,20.89
14.5,13.04,2.97,1.57,5.33,1.11,11.23,8.88,50.46,8.97,24.5,9.52,2.03,3.22,52.62,1.66,27.95,4.63,5.4,14.53,10.93,17.56,42.01,49.08,20.17,7.03,15.68,8.66,23.23,8.85,18.32,3.14,5.65,9.4,7.63,6.84,18.75,85.27,53.33,10.82,41.15,29.17,20.52,21.86,11.31,9.96,22.07,3.38,5.56,33.83,10.5,40.08,57.54,8.04,16.44,32.02,6.02,5.48,56.61,22.51,15.38,8.43,36.22,30.22,21.85,8.21,9.4,25.89,22.19,12.38,8.74,4.3,27.38,17.2,5.2,5.74,16.44,11.82,7.11,45.91,12.28,13.56,16.43,16.34,8.05,58.66,6.44,7.7,25.22,21.24,36.66,19.44,5.47,15.35,11.59,1.67,11.5,22.43,16.5,20.74
14.23,13.1,2.89,1.47,5.36,1.07,11.23,8.75,50.54,8.68,25.25,9.04,2.0,3.14,54.16,1.65,26.95,4.6,5.4,14.71,10.93,17.83,41.47,48.4,19.98,6.78,15.61,8.61,23.04,8.84,18.32,3.12,5.72,9.38,7.4,6.91,18.8,86.19,54.06,10.12,38.72,29.09,20.9,22.04,12.12,9.7,22.07,3.53,5.6,33.96,10.55,39.66,57.54,7.51,15.79,32.34,5.64,5.4,56.8,22.05,14.41,8.4,36.22,30.87,21.06,7.67,9.31,25.72,23.27,12.28,8.82,4.09,28.36,17.7,5.27,5.77,16.16,11.73,6.72,46.1,12.47,12.7,15.63,17.17,8.13,58.66,6.24,7.62,25.22,21.33,36.26,19.44,5.66,14.62,11.34,1.68,11.5,23.17,16.5,20.74
14.41,12.95,2.85,1.47,5.44,1.07,11.34,8.63,51.43,8.56,25.45,8.87,1.94,3.12,54.16,1.66,26.9,4.56,5.2,14.88,10.57,17.79,40.29,46.79,19.79,6.78,15.76,8.65,23.72,8.66,18.32,2.92,5.72,9.6,7.57,6.91,18.26,86.55,54.06,10.17,38.43,29.17,20.9,22.04,11.35,9.69,20.67,3.59,5.3,31.76,10.5,37.97,57.99,7.32,15.74,32.34,5.4,5.45,54.6,21.12,13.47,8.29,34.94,30.27,20.84,7.17,9.31,25.64,23.56,12.0,8.98,4.0,28.52,17.7,5.26,5.62,16.13,11.63,6.28,43.82,11.85,11.87,14.61,17.31,7.94,58.1,6.21,7.59,25.13,20.38,35.41,19.44,5.41,13.81,11.18,1.63,11.5,23.21,16.41,20.21
14.07,12.7,2.83,1.47,5.35,1.06,11.3,8.08,49.72,8.27,25.3,8.5,1.83,3.1,52.25,1.66,26.95,4.57,5.21,15.06,10.57,16.84,39.8,46.55,19.69,6.75,15.19,8.66,23.04,8.62,18.32,2.73,5.43,9.0,7.86,6.91,18.26,85.63,54.06,10.04,38.22,28.62,20.61,22.14,10.63,9.52,21.73,3.42,5.23,31.71,10.45,37.59,61.62,7.18,16.35,32.94,5.77,5.53,52.22,20.7,13.47,8.17,35.69,29.76,20.56,7.1,9.31,25.64,22.94,11.97,9.07,3.92,27.95,18.0,5.25,5.62,15.74,11.26,6.75,43.54,11.78,11.13,13.66,17.66,8.13,57.36,6.16,7.59,24.5,20.6,35.23,19.3,5.4,13.69,11.34,1.56,11.4,24.1,16.27,20.02
14.2,12.35,2.82,1.45,5.36,1.07,11.23,7.98,47.93,8.23,24.8,8.45,1.81,3.14,49.82,1.66,26.7,4.55,5.21,15.06,10.75,16.76,40.75,45.63,19.69,6.68,14.55,8.64,22.16,8.56,18.72,2.67,5.21,9.0,7.95,6.91,18.35,86.61,54.14,10.0,38.08,29.59,21.19,22.23,9.96,9.34,23.33,3.67,5.16,31.31,10.5,37.55,58.81,7.27,16.22,31.94,5.52,5.53,52.22,20.41,13.47,8.29,36.67,29.76,20.77,7.21,9.31,25.3,23.35,12.17,9.07,3.97,28.27,18.0,5.16,5.74,15.74,11.73,6.75,43.25,11.89,10.42,13.15,16.53,7.97,56.05,6.16,7.32,23.86,19.93,35.67,19.15,5.43,13.92,11.09,1.6,11.0,24.93,16.27,19.97
13.35,12.18,2.98,1.46,5.27,1.07,11.12,8.09,47.28,8.13,25.0,8.26,1.82,3.25,49.37,1.66,26.4,4.48,5.3,15.06,10.98,16.91,40.47,45.19,19.5,6.56,14.28,8.47,22.16,8.52,18.28,2.67,5.21,9.17,7.44,7.03,18.44,84.83,50.63,10.17,37.65,29.68,21.28,22.14,9.91,9.14,25.07,3.6,5.16,30.86,10.45,37.42,57.99,6.96,16.18,31.18,5.17,5.64,52.22,20.16,13.07,8.29,34.49,27.81,20.99,7.38,9.67,25.22,22.27,12.17,8.98,3.85,28.19,17.9,5.3,5.68,15.74,11.12,6.75,42.3,11.89,9.75,13.0,16.14,8.01,56.33,6.05,7.32,23.68,20.11,35.94,19.15,5.71,13.23,11.14,1.6,10.7,24.0,16.04,19.92
12.87,11.86,2.85,1.49,5.2,1.07,11.01,7.93,45.97,7.92,23.55,8.17,1.86,3.06,46.87,1.66,26.0,4.42,5.2,15.06,10.79,16.76,39.71,43.73,19.41,6.5,13.86,8.48,21.97,8.39,18.28,2.66,5.21,9.25,7.16,6.84,17.86,83.67,47.34,9.87,36.23,28.41,20.31,22.68,10.09,8.97,25.07,3.87,5.03,29.51,10.35,37.97,57.99,6.94,15.66,33.5,5.5,5.4,52.22,19.78,13.07,7.93,32.24,27.25,20.63,7.0,9.67,24.8,22.69,11.69,8.94,3.89,26.89,17.2,5.18,5.71,15.74,10.41,6.75,42.3,11.62,9.99,13.0,15.85,7.86,55.77,6.04,7.69,23.32,19.97,33.93,19.22,5.4,13.54,11.01,1.5,10.4,22.43,16.14,19.78
12.63,11.9,2.76,1.42,5.51,1.07,10.97,7.69,46.71,7.87,23.45,8.13,1.85,3.12,47.83,1.66,26.1,4.46,5.31,14.36,10.79,16.04,39.03,42.86,19.31,6.62,13.41,8.52,22.84,8.43,18.28,2.64,5.21,9.5,6.7,6.78,17.91,83.94,44.27,9.48,35.94,28.41,19.6,22.87,9.91,8.98,25.07,3.83,5.05,29.19,10.3,37.72,57.99,6.94,15.48,33.06,5.91,5.4,51.21,19.78,12.99,7.62,31.33,27.3,19.84,6.86,9.63,25.01,22.65,11.55,8.94,3.9,26.4,17.0,5.24,5.56,15.18,10.04,6.75,42.4,11.62,9.83,13.0,15.75,7.94,55.77,6.03,7.32,23.22,20.24,33.61,19.3,5.34,13.08,11.01,1.49,10.4,22.53,15.95,19.97
12.93,12.0,2.96,1.52,5.92,1.1,11.38,7.63,47.93,8.01,23.1,8.6,1.73,3.35,46.87,1.66,26.9,4.5,5.26,15.06,11.53,16.19,40.75,44.9,19.84,6.68,14.02,8.69,23.23,8.62,18.28,2.65,5.14,9.0,6.28,6.84,18.26,83.22,41.64,9.78,36.16,29.05,19.27,22.68,10.0,9.1,24.15,3.58,5.26,29.96,10.3,38.13,57.0,7.46,15.66,31.62,5.91,5.5,51.76,19.23,13.35,8.09,31.22,27.53,19.19,6.68,9.72,24.88,22.73,11.76,9.11,3.85,26.89,16.5,5.29,5.8,15.88,10.46,6.75,42.59,11.97,10.22,13.07,15.94,7.86,57.45,6.07,7.32,23.04,20.15,34.42,19.55,5.68,13.62,10.93,1.6,10.52,22.53,15.95,19.68
12.87,11.94,2.96,1.53,6.36,1.08,11.34,7.3,48.66,7.87,22.75,8.66,1.62,3.22,47.61,1.66,26.1,4.41,5.47,15.06,11.8,15.73,41.33,44.8,19.89,6.56,13.86,8.55,22.94,8.72,18.28,2.59,5.14,9.6,6.3,6.78,18.4,83.76,41.43,9.91,36.08,27.91,19.77,22.78,10.09,8.98,24.15,3.8,5.27,29.51,10.25,37.32,57.09,7.6,16.52,31.14,5.57,5.75,51.21,19.1,13.27,8.09,30.81,27.44,19.12,6.68,9.17,24.71,22.07,11.72,9.11,3.86,25.67,16.1,5.12,5.62,14.93,10.13,6.75,42.3,12.01,10.77,12.56,16.34,7.94,57.73,6.07,7.39,23.13,19.61,34.73,19.94,5.4,14.08,10.93,1.5,10.5,22.33,16.14,19.63
13.2,12.13,3.05,1.54,6.36,1.1,11.6,7.52,47.68,8.15,23.5,8.47,1.58,3.3,47.53,1.66,26.55,4.38,5.5,14.79,11.21,16.04,41.33,45.14,19.89,6.56,14.17,8.78,22.75,9.07,18.28,2.65,5.06,9.3,6.3,6.78,18.0,81.26,38.72,9.56,36.08,27.82,19.69,22.87,9.91,8.99,24.15,3.61,5.27,29.73,10.3,36.91,57.09,7.41,16.52,31.3,5.66,6.07,48.83,18.85,13.23,7.57,31.71,27.02,19.34,6.73,9.58,24.92,23.02,11.69,8.82,3.78,26.07,16.5,5.17,5.98,14.9,9.99,6.66,42.68,11.93,10.46,12.56,16.43,8.09,54.94,6.03,7.39,22.23,18.35,34.6,20.01,5.2,13.69,10.76,1.5,10.58,22.14,16.23,20.11
13.29,12.05,3.07,1.54,6.26,1.1,11.89,7.83,48.5,8.35,24.0,8.31,1.55,3.28,47.9,1.66,27.35,4.2,5.26,14.36,10.93,15.46,38.85,45.68,19.12,6.56,13.9,8.67,21.19,8.69,18.46,2.65,5.06,9.59,6.3,6.78,18.62,81.79,38.14,8.96,36.3,27.74,18.43,22.68,9.91,9.1,24.15,3.38,5.37,29.69,10.35,36.67,57.54,7.09,16.44,31.34,5.7,5.69,48.74,18.51,13.31,7.39,32.16,25.26,19.41,6.6,9.58,24.97,23.19,11.34,8.78,3.67,26.07,16.9,5.45,5.65,14.4,9.34,6.66,42.3,11.55,9.79,12.56,15.99,8.05,55.12,5.99,7.32,22.32,18.98,32.36,19.01,5.31,14.39,10.76,1.5,10.6,22.43,15.95,19.73
12.99,11.95,2.87,1.54,5.86,1.12,11.81,7.99,47.44,8.23,24.1,8.31,1.66,3.07,49.08,1.67,27.8,4.2,5.19,14.45,11.07,15.81,37.86,45.97,18.16,6.62,14.09,8.27,20.41,8.8,18.28,2.56,5.14,9.6,6.3,6.97,18.53,82.86,37.48,8.87,36.3,27.82,19.69,22.87,10.18,9.15,25.21,3.38,5.36,29.46,10.35,36.39,57.54,7.08,16.7,32.02,5.67,5.75,49.47,18.51,13.39,7.45,32.31,25.59,18.62,6.17,9.4,24.84,22.52,11.3,8.74,3.65,26.89,16.6,5.49,5.95,14.19,9.48,6.66,41.64,11.43,9.16,12.6,15.94,8.01,55.12,5.95,7.62,22.32,19.34,32.27,18.94,5.28,13.46,10.76,1.6,10.8,22.43,16.32,18.47
12.51,11.91,2.87,1.53,5.73,1.11,11.63,7.83,47.44,8.35,23.55,8.47,1.64,3.07,48.19,1.67,27.2,4.3,5.26,14.01,11.43,15.5,37.86,45.68,17.97,6.46,14.32,7.89,20.7,8.73,18.46,2.7,5.06,9.8,6.25,6.71,18.57,81.17,37.33,8.83,36.37,27.23,19.02,22.87,9.87,9.17,25.21,3.57,5.47,29.46,10.25,35.9,59.44,7.09,16.83,31.46,5.3,6.18,49.28,18.26,13.39,7.34,32.72,25.59,18.33,5.77,9.49,24.8,22.52,11.55,9.02,3.69,26.07,16.55,5.14,6.34,14.76,9.43,6.66,41.68,11.47,8.57,12.63,16.04,8.01,54.94,5.91,7.62,22.23,18.07,32.54,18.9,5.32,12.62,10.76,1.58,10.7,22.33,16.27,17.94
12.15,11.82,2.75,1.5,5.36,1.06,11.56,8.1,46.14,8.35,24.4,8.54,1.54,2.98,50.11,1.64,27.2,4.25,5.6,13.66,11.07,15.65,37.05,44.31,17.78,6.23,13.41,7.89,19.93,8.16,18.37,2.6,4.92,9.6,6.13,6.84,17.91,80.37,37.33,8.65,35.09,27.4,19.02,24.24,10.0,8.99,23.86,3.45,5.47,29.1,10.35,34.73,60.71,6.86,16.0,30.82,5.54,6.64,47.73,17.8,13.8,7.28,32.72,25.49,18.26,5.4,8.94,25.05,22.52,11.17,9.02,3.6,26.03,16.45,5.12,6.4,14.4,9.34,6.47,41.68,11.55,8.81,12.41,15.99,8.05,54.94,5.98,7.62,22.5,17.49,31.86,18.08,5.66,12.54,10.93,1.52,10.7,22.33,15.77,17.75
